,having_IP_Address,URL_Length,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,DNSRecord,Result
959,1,0,1,1,0,1,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
960,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0
961,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
962,1,2,1,1,0,1,0,0,1,1,1,1,2,2,1,0,1,1,1,1,1,1
963,0,0,1,0,1,0,2,0,1,0,1,2,0,0,1,1,1,1,1,1,1,1
964,1,0,1,1,0,1,2,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1
965,1,0,1,1,1,1,2,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1
966,1,2,1,1,1,2,2,0,0,1,1,2,2,2,0,0,0,1,0,0,0,1
967,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0
968,1,2,1,1,0,1,1,0,1,1,1,0,0,2,1,0,1,1,1,1,0,0
969,0,2,1,0,1,2,2,0,1,0,1,1,1,2,1,1,1,1,1,1,0,1
970,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1
971,1,2,1,1,0,2,2,0,1,1,1,2,2,2,1,0,1,1,1,1,1,1
972,0,0,1,0,0,2,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0
973,1,2,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,1,1,1,1,0
974,1,2,1,1,0,1,1,0,0,1,1,0,2,2,0,0,0,1,0,0,1,0
975,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1
976,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
977,1,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0
978,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0
979,1,0,1,1,0,0,2,0,1,1,1,2,1,0,1,0,1,1,1,1,0,1
980,1,0,1,1,1,1,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
981,1,0,1,1,0,0,2,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1
982,1,0,1,1,0,2,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0
983,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0
984,1,0,1,1,0,1,0,0,1,1,1,2,1,0,1,0,1,1,1,1,0,1
985,1,2,1,1,0,0,2,0,1,1,1,1,2,2,1,0,1,1,1,1,0,0
986,1,0,0,1,0,2,2,0,1,1,1,2,2,0,1,0,1,1,1,1,0,1
987,1,0,1,1,0,1,2,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1
988,1,0,1,1,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
989,1,0,1,1,0,1,2,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0
990,1,0,1,1,0,2,2,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1
991,1,0,1,1,0,0,0,0,1,1,0,0,2,0,1,0,1,1,1,1,0,0
992,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0
993,1,2,1,1,0,1,2,0,0,1,1,1,1,2,0,0,0,1,0,0,1,1
994,1,2,1,1,0,1,1,0,1,1,1,0,1,2,1,0,1,1,1,1,0,0
995,1,0,1,1,0,0,2,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1
996,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0
997,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0
998,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0
999,1,0,1,1,0,0,2,0,1,1,0,2,2,0,1,0,1,1,1,1,1,1
1000,1,0,1,1,0,2,0,0,1,1,1,1,2,0,1,0,1,1,1,1,0,0
1001,1,0,1,1,0,2,2,0,1,1,1,2,2,0,1,0,1,1,1,1,1,1
1002,0,0,1,0,1,1,2,0,1,0,1,2,0,0,1,1,1,1,1,1,1,1
1003,1,0,1,1,0,0,2,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1
1004,1,0,1,1,1,1,2,1,0,1,0,2,2,0,0,0,0,1,0,0,1,1
1005,1,0,1,1,0,0,2,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0
1006,1,0,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0
1007,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0
1008,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
1009,1,0,1,1,0,0,2,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0
1010,1,0,1,1,0,2,2,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1
1011,1,0,1,1,0,0,2,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0
1012,1,0,1,1,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0
1013,1,0,1,1,0,2,2,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1
1014,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0
1015,0,0,1,0,0,1,0,0,1,0,1,2,1,0,1,1,1,1,1,1,0,1
1016,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0
1017,1,0,1,1,0,1,2,1,1,1,0,1,2,0,1,0,1,1,1,1,1,1
1018,0,0,1,0,0,2,2,1,1,0,0,1,2,0,1,1,1,1,1,1,0,1
1019,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0
1020,1,0,1,1,0,1,2,1,0,1,0,2,1,0,0,0,0,1,0,0,0,1
1021,1,0,1,1,0,0,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1022,1,2,1,1,0,1,0,0,1,1,1,0,0,2,1,0,1,1,1,1,1,0
1023,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0
1024,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0
1025,1,0,1,1,0,1,2,0,1,1,1,1,2,0,1,0,1,1,1,1,1,1
1026,1,2,0,1,1,2,2,1,1,1,0,2,2,2,1,0,1,1,1,1,1,1
1027,1,2,1,1,1,0,2,0,1,1,1,2,1,2,1,0,1,1,1,1,0,1
1028,1,0,1,1,0,1,2,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0
1029,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0
1030,1,0,1,1,0,0,2,0,1,1,1,1,2,0,1,0,1,1,1,1,1,1
1031,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0
1032,1,2,1,1,0,1,1,0,1,1,1,2,1,2,1,0,1,1,1,1,1,0
1033,1,2,1,1,1,2,2,0,1,1,1,2,1,2,1,0,1,1,1,1,0,1
1034,1,0,1,1,0,1,0,1,1,1,0,1,2,0,1,0,1,1,1,1,0,0
1035,1,0,1,1,0,1,2,1,1,1,0,1,2,0,1,0,1,1,1,1,0,1
1036,1,2,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0
1037,1,2,0,1,0,1,1,0,1,1,1,0,1,2,1,0,1,1,1,1,0,0
1038,1,2,1,1,0,0,0,0,1,1,1,0,0,2,1,0,1,1,1,1,0,0
1039,1,0,1,1,0,1,2,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1
1040,0,0,1,0,1,2,2,0,1,0,1,2,2,0,1,1,1,1,1,1,1,1
1041,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0
1042,1,0,1,1,0,2,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1043,1,0,1,1,0,1,0,0,1,1,1,0,2,0,1,0,1,1,1,1,1,0
1044,1,0,1,1,0,2,0,0,1,1,1,1,2,0,1,0,1,1,1,1,1,1
1045,0,0,1,0,1,1,2,0,1,0,1,2,2,0,1,1,1,1,1,1,0,1
1046,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0
1047,1,0,0,1,0,0,2,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
1048,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0
1049,1,0,1,1,0,1,2,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0
1050,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
1051,1,0,0,1,1,0,2,1,1,1,0,2,2,0,1,0,1,1,1,1,1,1
1052,1,2,0,1,0,1,1,0,1,1,1,0,1,2,1,0,1,1,1,1,0,0
1053,0,0,1,0,0,0,2,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1
1054,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0
1055,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0
1056,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0
1057,1,2,0,1,0,0,2,0,1,1,1,2,2,2,1,0,1,1,1,1,1,1
1058,1,0,1,1,0,0,2,1,1,1,0,2,0,0,1,0,1,1,1,1,0,1
1059,1,0,1,1,0,1,2,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1
1060,1,2,0,1,0,1,0,0,1,1,1,0,1,2,1,0,1,1,1,1,0,0
1061,1,0,1,1,1,0,2,1,1,1,0,1,2,0,1,0,1,1,1,1,1,1
1062,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
1063,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0
1064,1,0,1,1,0,2,2,0,1,1,1,2,1,0,1,0,1,1,1,1,1,1
1065,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0
1066,1,0,1,1,0,1,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1067,1,0,1,1,0,0,2,0,0,1,1,1,2,0,0,0,0,1,0,0,0,1
1068,0,0,1,0,1,1,2,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1
1069,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0
1070,1,0,1,1,0,1,2,1,1,1,0,1,2,0,1,0,1,1,1,1,1,1
1071,1,0,1,1,1,1,2,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1
1072,1,0,1,1,0,2,2,0,1,1,1,2,2,0,1,0,1,1,1,1,1,1
1073,1,0,1,1,0,0,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1074,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0
1075,1,0,1,1,1,0,2,0,1,1,1,2,1,0,1,0,1,1,1,1,1,1
1076,1,2,0,1,0,2,2,0,1,1,1,1,2,2,1,0,1,1,1,1,1,1
1077,1,0,1,1,0,0,2,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0
1078,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
1079,1,2,1,1,0,1,2,0,1,1,1,1,1,2,1,0,1,1,1,1,1,1
1080,1,2,1,1,1,1,2,0,1,1,1,2,1,2,1,0,1,1,1,1,0,1
1081,1,0,1,1,0,2,2,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1
1082,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1083,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0
1084,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0
1085,1,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1086,0,0,1,0,0,1,1,1,1,0,0,0,2,0,1,1,1,1,1,1,1,0
1087,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0
1088,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0
1089,1,0,1,1,0,1,2,1,1,1,0,1,2,0,1,0,1,1,1,1,1,1
1090,1,0,1,1,1,0,2,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1
1091,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0
1092,0,0,1,0,0,1,1,0,1,0,0,0,2,0,1,1,1,1,1,1,0,0
1093,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0
1094,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0
1095,1,2,1,1,0,0,0,1,1,1,0,0,1,2,1,0,1,1,1,1,0,0
1096,1,0,1,1,0,2,2,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1
1097,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0
1098,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0
1099,1,0,1,1,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
1100,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1101,1,2,1,1,0,1,2,0,1,1,1,2,1,2,1,0,1,1,1,1,1,1
1102,1,0,1,1,0,0,2,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0
1103,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0
1104,0,0,1,0,0,1,0,0,1,0,1,0,2,0,1,1,1,1,1,1,1,0
1105,1,0,1,1,1,0,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1106,0,0,1,0,0,2,2,0,1,0,1,2,0,0,1,1,1,1,1,1,0,1
1107,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0
1108,1,0,1,1,1,1,2,1,1,1,0,2,0,0,1,0,1,1,1,1,0,1
1109,1,0,1,1,0,2,2,0,1,1,1,2,2,0,1,0,1,1,1,1,1,1
1110,0,2,1,0,0,1,0,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0
1111,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0
1112,1,0,1,1,0,0,2,0,0,1,1,2,1,0,0,0,0,0,0,0,1,1
1113,1,0,1,1,0,1,2,0,0,1,1,2,1,0,0,0,0,0,0,0,1,1
1114,1,0,1,1,0,1,2,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
1115,1,0,1,1,0,0,2,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0
1116,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1117,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1118,1,0,1,1,0,2,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1
1119,1,0,1,1,0,0,2,0,0,1,1,2,1,0,0,0,0,0,0,0,1,1
1120,1,2,1,1,0,1,2,0,1,1,1,2,1,2,1,0,1,1,1,1,0,1
1121,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1122,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,1,1,1,1,1,1,0
1123,1,0,0,1,0,0,2,0,1,1,1,2,2,0,1,0,1,1,1,1,1,1
1124,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0
1125,0,2,1,0,0,1,1,0,1,0,1,0,2,2,1,1,1,1,1,1,0,0
1126,1,0,1,1,0,1,0,1,1,1,0,1,2,0,1,0,1,1,1,1,1,0
1127,0,2,1,0,0,1,2,0,1,0,1,1,0,2,1,1,1,1,1,1,1,1
1128,1,0,1,1,0,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
1129,1,0,0,1,0,0,2,0,1,1,0,2,2,0,1,0,1,1,1,1,1,1
1130,1,2,1,1,0,0,2,0,1,1,1,2,1,2,1,0,1,1,1,1,1,1
1131,1,0,1,1,0,0,2,1,0,1,0,2,2,0,0,0,0,0,0,0,0,1
1132,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
1133,1,2,1,1,1,0,2,0,1,1,1,0,1,2,1,0,1,1,1,1,1,1
1134,1,2,1,1,0,0,2,0,1,1,1,1,1,2,1,0,1,1,1,1,1,1
1135,1,0,1,1,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
1136,1,0,1,1,0,1,2,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0
1137,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0
1138,0,2,1,0,0,1,0,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0
1139,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1
1140,1,0,1,1,0,1,2,1,1,1,0,2,2,0,1,0,1,1,1,1,1,1
1141,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0
1142,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0
1143,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0
1144,0,2,1,0,0,2,2,0,1,0,1,1,0,2,1,1,1,1,1,1,0,0
1145,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0
1146,1,0,1,1,0,2,2,0,1,1,0,2,1,0,1,0,1,1,1,1,1,1
1147,1,2,1,1,0,1,1,0,1,1,1,0,1,2,1,0,1,1,1,1,0,0
1148,1,0,1,1,0,2,2,0,1,1,1,1,2,0,1,0,1,1,1,1,1,0
1149,1,0,1,1,0,0,0,0,1,1,1,0,2,0,1,0,1,1,1,1,0,0
1150,0,0,1,0,1,2,0,0,1,0,1,2,1,0,1,1,1,1,1,1,0,1
1151,1,0,1,1,0,2,2,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1
1152,1,0,0,1,0,0,2,0,1,1,1,2,2,0,1,0,1,1,1,1,0,1
1153,1,0,1,1,1,2,2,1,1,1,0,2,2,0,1,0,1,1,1,1,0,1
1154,1,0,1,1,0,1,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1155,1,0,1,1,0,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
1156,1,0,1,1,1,0,2,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1
1157,1,0,1,1,0,1,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1
1158,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0
1159,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0
1160,1,0,1,1,0,1,1,1,1,1,0,0,2,0,1,0,1,1,1,1,0,0
1161,1,0,1,1,0,0,2,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
1162,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0
1163,0,0,1,0,0,0,2,0,1,0,1,2,2,0,1,1,1,1,1,1,1,1
1164,0,2,1,0,0,2,2,0,1,0,1,1,0,2,1,1,1,1,1,1,1,1
1165,0,0,1,0,0,2,2,0,1,0,1,2,1,0,1,1,1,1,1,1,0,1
1166,1,0,1,1,0,1,2,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1
1167,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1168,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0
1169,0,0,1,0,1,0,2,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1
1170,0,2,1,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0
1171,1,0,1,1,0,2,2,0,1,1,1,1,2,0,1,0,1,1,1,1,0,1
1172,1,0,1,1,0,0,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1173,1,0,1,1,0,2,2,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1
1174,1,0,1,1,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1175,1,0,1,1,0,1,0,0,1,1,1,0,2,0,1,0,1,1,1,1,0,0
1176,1,0,1,1,0,2,2,1,1,1,0,2,2,0,1,0,1,1,1,1,0,1
1177,1,0,1,1,0,0,2,0,1,1,0,1,2,0,1,0,1,1,1,1,1,1
1178,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0
1179,1,2,1,1,0,0,2,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1
1180,1,0,1,1,1,0,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1
1181,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0
1182,1,2,0,1,0,0,2,0,1,1,1,1,2,2,1,0,1,1,1,1,1,1
1183,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0
1184,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
1185,1,2,1,1,1,2,2,0,1,1,1,2,1,2,1,0,1,1,1,1,1,1
1186,1,0,1,1,0,2,2,0,1,1,1,1,2,0,1,0,1,1,1,1,1,0
1187,1,0,1,1,0,1,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1
1188,1,0,1,1,1,2,2,1,1,1,0,2,0,0,1,0,1,1,1,1,0,1
1189,1,0,1,1,0,0,2,1,1,1,1,1,2,0,1,0,1,1,1,1,0,1
1190,1,2,1,1,0,2,0,0,1,1,1,2,2,2,1,0,1,1,1,1,0,1
1191,1,0,1,1,0,1,2,0,1,1,1,2,0,0,1,0,1,1,1,1,1,1
1192,1,0,1,1,0,0,2,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0
1193,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
1194,1,2,0,1,0,1,2,0,1,1,1,1,2,2,1,0,1,1,1,1,0,1
1195,0,2,1,0,0,0,2,0,1,0,1,2,1,2,1,1,1,1,1,1,0,1
1196,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0
1197,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1198,1,0,1,1,1,0,2,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1
1199,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0
1200,1,2,1,1,0,1,1,0,1,1,1,0,1,2,1,0,1,1,1,1,0,0
1201,1,0,1,1,0,2,2,0,1,1,1,2,1,0,1,0,1,1,1,1,0,1
1202,1,0,1,1,0,2,2,1,1,1,0,1,2,0,1,0,1,1,1,1,0,1
1203,1,0,1,1,0,0,2,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
1204,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0
1205,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1206,1,2,1,1,1,2,2,0,1,1,1,1,2,2,1,0,1,1,1,1,1,1
1207,1,0,1,1,0,2,2,1,1,1,0,2,2,0,1,0,1,1,1,1,1,1
1208,0,0,1,0,0,0,2,0,1,0,1,1,2,0,1,1,1,1,1,1,0,1
1209,1,0,1,1,0,1,1,1,1,1,0,0,2,0,1,0,1,1,1,1,0,0
1210,1,0,1,1,0,1,2,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
1211,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1212,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0
1213,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0
1214,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
1215,1,0,1,1,0,1,2,0,1,1,1,1,2,0,1,0,1,1,1,1,1,1
1216,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0
1217,1,0,1,1,0,1,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1218,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
1219,1,0,1,1,1,2,2,1,1,1,0,2,2,0,1,0,1,1,1,1,0,1
1220,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0
1221,1,2,1,1,1,1,2,0,1,1,1,1,0,2,1,0,1,1,1,1,1,1
1222,1,0,1,1,0,2,2,0,1,1,1,2,1,0,1,0,1,1,1,1,1,1
1223,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0
1224,1,0,1,1,0,1,0,0,1,1,1,2,1,0,1,0,1,1,1,1,1,1
1225,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0
1226,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1227,1,0,1,1,0,2,2,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1
1228,0,2,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,1,1,0,0
1229,1,2,1,1,0,1,2,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0
1230,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
1231,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0
1232,1,1,1,1,0,2,2,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1
1233,0,1,1,0,0,2,2,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1
1234,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0
1235,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0
1236,1,1,1,1,0,2,2,0,1,0,1,1,2,0,1,0,1,1,1,1,0,1
1237,1,2,1,1,0,0,2,0,1,1,1,1,2,0,1,0,1,1,1,1,0,0
1238,1,2,1,1,0,1,2,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1
1239,1,2,1,1,0,2,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0
1240,0,2,1,0,0,1,1,1,1,0,0,0,2,0,1,0,0,1,0,1,0,0
1241,1,2,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0
1242,1,2,1,1,1,0,2,0,1,0,1,1,2,2,1,0,1,1,1,1,1,1
1243,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
1244,1,0,1,1,0,2,2,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
1245,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0
1246,1,2,1,1,0,0,2,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
1247,1,2,1,1,0,0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
1248,1,1,1,1,0,1,2,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1
1249,1,1,1,1,0,1,2,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1
1250,1,2,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1251,1,2,1,1,0,2,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1252,1,0,0,1,0,2,2,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1
1253,1,0,1,1,0,1,2,0,1,1,1,2,1,0,1,0,1,1,1,1,1,1
